BrandName_gsheet,order_date_time,city,product_id,analytic_business_unit,analytic_super_category,analytic_vertical,brand_csv,units,mrp
Jaldhara,22/11/2024,Bangalore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,22/11/2024,Ambala,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,22/11/2024,Patna,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,22/11/2024,Chennai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,22/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,329
Jaldhara,22/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,9,1233
Jaldhara,22/11/2024,Pune,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,525
Jaldhara,22/11/2024,Kanpur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,22/11/2024,Mysore,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,22/11/2024,Mumbai,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,22/11/2024,Delhi,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,34,5712
Jaldhara,22/11/2024,Delhi,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,5,1745
Jaldhara,22/11/2024,Delhi,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,2,278
Jaldhara,22/11/2024,Mumbai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,3,525
Jaldhara,22/11/2024,Jaipur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,22/11/2024,Lucknow,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,22/11/2024,Mumbai,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,22/11/2024,Bangalore,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,22/11/2024,Bangalore,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,2,278
Jaldhara,23/11/2024,Chandigarh,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,23/11/2024,Mumbai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,6,1092
Jaldhara,23/11/2024,Hyderabad,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,329
Jaldhara,23/11/2024,Chandigarh,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,23/11/2024,Ahmedabad,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,23/11/2024,Ambala,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,3,600
Jaldhara,23/11/2024,Delhi,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,12,2037
Jaldhara,23/11/2024,Kolkata,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,2,238
Jaldhara,23/11/2024,Bangalore,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,23/11/2024,Chennai,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,23/11/2024,Mumbai,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,23/11/2024,Mumbai,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,23/11/2024,Pune,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,23/11/2024,Mumbai,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,3,600
Jaldhara,23/11/2024,Ambala,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,23/11/2024,Ambala,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,109
Jaldhara,23/11/2024,Delhi,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,24,4053
Jaldhara,23/11/2024,Bangalore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,7,1260
Jaldhara,23/11/2024,Kolkata,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,3,504
Jaldhara,23/11/2024,Jaipur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,23/11/2024,Delhi,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,15,2959
Jaldhara,23/11/2024,Delhi,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,14,2929
Jaldhara,23/11/2024,Bangalore,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,3,357
Jaldhara,23/11/2024,Mumbai,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,7,742
Jaldhara,23/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,4,424
Jaldhara,23/11/2024,Mysore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,329
Jaldhara,23/11/2024,Mumbai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,7,1281
Jaldhara,23/11/2024,Kolkata,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,1,349
Jaldhara,23/11/2024,Bihar,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,23/11/2024,Ahmedabad,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,23/11/2024,Ahmedabad,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,23/11/2024,Ahmedabad,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,23/11/2024,Jaipur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,23/11/2024,Mysore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,23/11/2024,Delhi,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,23/11/2024,Mumbai,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,2,305
Jaldhara,23/11/2024,Lucknow,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,23/11/2024,Kolkata,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,504
Jaldhara,23/11/2024,Kolkata,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,23/11/2024,Kolkata,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,23/11/2024,Delhi,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,2,698
Jaldhara,23/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,658
Jaldhara,23/11/2024,Kolkata,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,23/11/2024,Kanpur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,504
Jaldhara,23/11/2024,Bangalore,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,23/11/2024,Pune,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,23/11/2024,Pune,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,23/11/2024,Bangalore,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,299
Jaldhara,23/11/2024,Kanpur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,23/11/2024,Lucknow,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,23/11/2024,Ahmedabad,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,23/11/2024,Ahmedabad,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,378
Jaldhara,23/11/2024,Jaipur,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,23/11/2024,Jaipur,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,23/11/2024,Bangalore,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,23/11/2024,Jaipur,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,529
Jaldhara,23/11/2024,Chandigarh,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,400
Jaldhara,24/11/2024,Mumbai,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,400
Jaldhara,24/11/2024,Delhi,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,24/11/2024,Ahmedabad,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,24/11/2024,Chennai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,24/11/2024,Kolkata,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,357
Jaldhara,24/11/2024,Pune,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,3,525
Jaldhara,24/11/2024,Mumbai,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,24/11/2024,Delhi,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,7,1330
Jaldhara,24/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,24/11/2024,Mumbai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,10,1827
Jaldhara,24/11/2024,Mumbai,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,4,424
Jaldhara,24/11/2024,Jaipur,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,529
Jaldhara,24/11/2024,Pune,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,525
Jaldhara,24/11/2024,Kanpur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,24/11/2024,Ambala,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,109
Jaldhara,24/11/2024,Mumbai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,5,945
Jaldhara,24/11/2024,Mysore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,24/11/2024,Chandigarh,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,109
Jaldhara,24/11/2024,Mumbai,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,24/11/2024,Jaipur,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,24/11/2024,Lucknow,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,24/11/2024,Delhi,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,8,2792
Jaldhara,24/11/2024,Guwahati,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,24/11/2024,Chennai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,24/11/2024,Delhi,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,9,1800
Jaldhara,24/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,658
Jaldhara,24/11/2024,Hyderabad,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,329
Jaldhara,24/11/2024,Jaipur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,24/11/2024,Ahmedabad,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,378
Jaldhara,24/11/2024,Bangalore,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,3,897
Jaldhara,24/11/2024,Mumbai,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,3,344
Jaldhara,24/11/2024,Guwahati,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,24/11/2024,Lucknow,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,1,349
Jaldhara,24/11/2024,Jaipur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,378
Jaldhara,24/11/2024,Bangalore,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,24/11/2024,Kolkata,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,24/11/2024,Delhi,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,18,3024
Jaldhara,24/11/2024,Bangalore,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,5,903
Jaldhara,24/11/2024,Delhi,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,24,4053
Jaldhara,24/11/2024,Chandigarh,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,24/11/2024,Bangalore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,7,1239
Jaldhara,25/11/2024,Guwahati,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,25/11/2024,Patna,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Delhi,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,2,278
Jaldhara,25/11/2024,Ambala,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Kanpur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,25/11/2024,Pune,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,3,525
Jaldhara,25/11/2024,Kolkata,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Mumbai,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,2,380
Jaldhara,25/11/2024,Jaipur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,25/11/2024,Bangalore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,6,1050
Jaldhara,25/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,658
Jaldhara,25/11/2024,Ambala,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,25/11/2024,Ahmedabad,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,4,756
Jaldhara,25/11/2024,Pune,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,6,1071
Jaldhara,25/11/2024,Mumbai,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,5,1000
Jaldhara,25/11/2024,Delhi,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,2,225
Jaldhara,25/11/2024,Kolkata,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,25/11/2024,Ambala,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Jaipur,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,4,424
Jaldhara,25/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,6,636
Jaldhara,25/11/2024,Delhi,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,16,2688
Jaldhara,25/11/2024,Chandigarh,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,25/11/2024,Bangalore,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,299
Jaldhara,25/11/2024,Jaipur,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,25/11/2024,Mumbai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,567
Jaldhara,25/11/2024,Lucknow,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,4,672
Jaldhara,25/11/2024,Kolkata,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Bangalore,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,357
Jaldhara,25/11/2024,Kolkata,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,2,238
Jaldhara,25/11/2024,Delhi,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,33,5586
Jaldhara,25/11/2024,Chennai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,25/11/2024,Lucknow,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,4,672
Jaldhara,25/11/2024,Delhi,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,11,2329
Jaldhara,25/11/2024,Delhi,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,9,1819
Jaldhara,25/11/2024,Mumbai,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,3,318
Jaldhara,25/11/2024,Bangalore,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,25/11/2024,Delhi,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,5,1745
Jaldhara,25/11/2024,Bangalore,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,25/11/2024,Mumbai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,378
Jaldhara,25/11/2024,Kolkata,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,2,400
Jaldhara,25/11/2024,Ahmedabad,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,378
Jaldhara,25/11/2024,Chennai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,357
Jaldhara,26/11/2024,Kanpur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,3,504
Jaldhara,26/11/2024,Ambala,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,26/11/2024,Bangalore,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,2,212
Jaldhara,26/11/2024,Jaipur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,26/11/2024,Delhi,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,26/11/2024,Bihar,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,26/11/2024,Jaipur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,26/11/2024,Delhi,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,31,5229
Jaldhara,26/11/2024,Kolkata,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,4,800
Jaldhara,26/11/2024,Jaipur,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,200
Jaldhara,26/11/2024,Bangalore,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,5,861
Jaldhara,26/11/2024,Pune,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,26/11/2024,Jaipur,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,26/11/2024,Delhi,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,15,2850
Jaldhara,26/11/2024,Bangalore,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,8,1365
Jaldhara,26/11/2024,Mumbai,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,3,570
Jaldhara,26/11/2024,Pune,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,567
Jaldhara,26/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,6,636
Jaldhara,26/11/2024,Kanpur,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,26/11/2024,Delhi,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,26/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,1,329
Jaldhara,26/11/2024,Kolkata,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,26/11/2024,Ahmedabad,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,26/11/2024,Ambala,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,26/11/2024,Delhi,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,16,2688
Jaldhara,26/11/2024,Mumbai,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,3,600
Jaldhara,26/11/2024,Bangalore,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,106
Jaldhara,26/11/2024,Kolkata,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,26/11/2024,Delhi,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,16,3329
Jaldhara,26/11/2024,Delhi,COOLK89IUXAK4R2G,BGM,FoodAndNutrition,Drinks,Jaldhara,7,2443
Jaldhara,26/11/2024,Jaipur,COOLHGI1JNYT7RPW,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,26/11/2024,Lucknow,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,26/11/2024,Kolkata,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,3,504
Jaldhara,26/11/2024,Ahmedabad,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,26/11/2024,Mumbai,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,3,318
Jaldhara,26/11/2024,Ambala,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,190
Jaldhara,26/11/2024,Pune,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,26/11/2024,Bangalore,COOLGDGYP7WFWNEO,BGM,FoodAndNutrition,Drinks,Jaldhara,1,299
Jaldhara,26/11/2024,Mumbai,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,9,1701
Jaldhara,26/11/2024,Mumbai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,4,693
Jaldhara,26/11/2024,Kolkata,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,1,119
Jaldhara,26/11/2024,Pune,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,26/11/2024,Lucknow,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,2,336
Jaldhara,27/11/2024,Delhi,COOLO1MZ7E5V0VOD,BGM,FoodAndNutrition,Drinks,Jaldhara,5,533
Jaldhara,27/11/2024,Delhi,COOL9TQ6V9MH7F2V,BGM,FoodAndNutrition,Drinks,Jaldhara,1,139
Jaldhara,27/11/2024,Jaipur,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,189
Jaldhara,27/11/2024,Kolkata,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,2,238
Jaldhara,27/11/2024,Mumbai,COOL9O75LRIJ4NYS,BGM,FoodAndNutrition,Drinks,Jaldhara,3,331
Jaldhara,27/11/2024,Bangalore,COOLNYFX4M8T1QOJ,BGM,FoodAndNutrition,Drinks,Jaldhara,3,987
Jaldhara,27/11/2024,Ambala,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
Jaldhara,27/11/2024,Lucknow,COOL7J5OXVKYV9YP,BGM,FoodAndNutrition,Drinks,Jaldhara,5,840
Jaldhara,27/11/2024,Chennai,COOL3YIK1CP8JS65,BGM,FoodAndNutrition,Drinks,Jaldhara,1,168
